geofips,geoname,timeperiod,employment,GDP
39380,"Pueblo, CO (Metropolitan Statistical Area)",1995,61533,
39380,"Pueblo, CO (Metropolitan Statistical Area)",1996,64066,
39380,"Pueblo, CO (Metropolitan Statistical Area)",1997,66762,
39380,"Pueblo, CO (Metropolitan Statistical Area)",1998,69410,
39380,"Pueblo, CO (Metropolitan Statistical Area)",1999,70034,
39380,"Pueblo, CO (Metropolitan Statistical Area)",2000,70788,
39380,"Pueblo, CO (Metropolitan Statistical Area)",2001,71286,4529851904
39380,"Pueblo, CO (Metropolitan Statistical Area)",2002,70850,4572298240
39380,"Pueblo, CO (Metropolitan Statistical Area)",2003,70865,4677807104
39380,"Pueblo, CO (Metropolitan Statistical Area)",2004,70866,4912532992
39380,"Pueblo, CO (Metropolitan Statistical Area)",2005,71955,4623894016
39380,"Pueblo, CO (Metropolitan Statistical Area)",2006,73457,4763552768
39380,"Pueblo, CO (Metropolitan Statistical Area)",2007,75882,4757168128
39380,"Pueblo, CO (Metropolitan Statistical Area)",2008,76134,5032202752
39380,"Pueblo, CO (Metropolitan Statistical Area)",2009,74761,5032324096
39380,"Pueblo, CO (Metropolitan Statistical Area)",2010,74419,5120296960
39380,"Pueblo, CO (Metropolitan Statistical Area)",2011,75213,5272990208
39380,"Pueblo, CO (Metropolitan Statistical Area)",2012,75114,5392828928
39380,"Pueblo, CO (Metropolitan Statistical Area)",2013,75144,5337065984
39380,"Pueblo, CO (Metropolitan Statistical Area)",2014,76203,5214922240
39380,"Pueblo, CO (Metropolitan Statistical Area)",2015,77382,5324585984
39380,"Pueblo, CO (Metropolitan Statistical Area)",2016,78680,5456322048
39380,"Pueblo, CO (Metropolitan Statistical Area)",2017,80213,5447171072
39380,"Pueblo, CO (Metropolitan Statistical Area)",2018,81115,5626244096
39380,"Pueblo, CO (Metropolitan Statistical Area)",2019,81741,5790285824
39380,"Pueblo, CO (Metropolitan Statistical Area)",2020,81556,5552532992
39380,"Pueblo, CO (Metropolitan Statistical Area)",2021,82704,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1969,7319,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1970,8072,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1971,8996,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1972,10711,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1973,12355,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1974,12512,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1975,12707,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1976,13487,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1977,15343,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1978,17656,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1979,18195,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1980,19577,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1981,21295,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1982,21403,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1983,22702,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1984,24000,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1985,26318,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1986,28995,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1987,30055,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1988,32981,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1989,36229,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1990,38654,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1991,39216,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1992,39827,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1993,41205,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1994,43349,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1995,44270,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1996,46679,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1997,48085,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1998,51813,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1999,54226,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2000,56385,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2001,55287,3670505984
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2002,54855,3920862976
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2003,55225,4103011072
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2004,57451,4401544192
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2005,59929,4825170944
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2006,64678,4748168192
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2007,64346,4695389184
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2008,61774,4248838912
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2009,59476,4085240064
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2010,59627,4017970944
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2011,60926,3916155904
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2012,61871,4083142912
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2013,63459,4064770048
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2014,65560,4142007040
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2015,68119,4363036160
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2016,69740,4529927168
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2017,71331,4758245888
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2018,73788,4934235136
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2019,75078,5132804096
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2020,76304,5123076096
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2021,78968,
39540,"Racine, WI (Metropolitan Statistical Area)",1969,66727,
39540,"Racine, WI (Metropolitan Statistical Area)",1970,65523,
39540,"Racine, WI (Metropolitan Statistical Area)",1971,64391,
39540,"Racine, WI (Metropolitan Statistical Area)",1972,67536,
39540,"Racine, WI (Metropolitan Statistical Area)",1973,72370,
39540,"Racine, WI (Metropolitan Statistical Area)",1974,74830,
39540,"Racine, WI (Metropolitan Statistical Area)",1975,74659,
39540,"Racine, WI (Metropolitan Statistical Area)",1976,76731,
39540,"Racine, WI (Metropolitan Statistical Area)",1977,78866,
39540,"Racine, WI (Metropolitan Statistical Area)",1978,81566,
39540,"Racine, WI (Metropolitan Statistical Area)",1979,84225,
39540,"Racine, WI (Metropolitan Statistical Area)",1980,81694,
39540,"Racine, WI (Metropolitan Statistical Area)",1981,79864,
39540,"Racine, WI (Metropolitan Statistical Area)",1982,76027,
39540,"Racine, WI (Metropolitan Statistical Area)",1983,75330,
39540,"Racine, WI (Metropolitan Statistical Area)",1984,79329,
39540,"Racine, WI (Metropolitan Statistical Area)",1985,78935,
39540,"Racine, WI (Metropolitan Statistical Area)",1986,80809,
39540,"Racine, WI (Metropolitan Statistical Area)",1987,82839,
39540,"Racine, WI (Metropolitan Statistical Area)",1988,85849,
39540,"Racine, WI (Metropolitan Statistical Area)",1989,87306,
39540,"Racine, WI (Metropolitan Statistical Area)",1990,89786,
39540,"Racine, WI (Metropolitan Statistical Area)",1991,89881,
39540,"Racine, WI (Metropolitan Statistical Area)",1992,89115,
39540,"Racine, WI (Metropolitan Statistical Area)",1993,90045,
39540,"Racine, WI (Metropolitan Statistical Area)",1994,91293,
39540,"Racine, WI (Metropolitan Statistical Area)",1995,93148,
39540,"Racine, WI (Metropolitan Statistical Area)",1996,94284,
39540,"Racine, WI (Metropolitan Statistical Area)",1997,94788,
39540,"Racine, WI (Metropolitan Statistical Area)",1998,95393,
39540,"Racine, WI (Metropolitan Statistical Area)",1999,94131,
39540,"Racine, WI (Metropolitan Statistical Area)",2000,94602,
39540,"Racine, WI (Metropolitan Statistical Area)",2001,95781,7957715968
39540,"Racine, WI (Metropolitan Statistical Area)",2002,94908,8017899008
39540,"Racine, WI (Metropolitan Statistical Area)",2003,94955,8207738880
39540,"Racine, WI (Metropolitan Statistical Area)",2004,96430,8433068032
39540,"Racine, WI (Metropolitan Statistical Area)",2005,97069,8378306048
39540,"Racine, WI (Metropolitan Statistical Area)",2006,97225,8531144192
39540,"Racine, WI (Metropolitan Statistical Area)",2007,97383,8328430080
39540,"Racine, WI (Metropolitan Statistical Area)",2008,96571,8061444096
39540,"Racine, WI (Metropolitan Statistical Area)",2009,92186,7751852032
39540,"Racine, WI (Metropolitan Statistical Area)",2010,91779,8165511168
39540,"Racine, WI (Metropolitan Statistical Area)",2011,93336,8105968128
39540,"Racine, WI (Metropolitan Statistical Area)",2012,94216,8109839872
39540,"Racine, WI (Metropolitan Statistical Area)",2013,93412,7859999232
39540,"Racine, WI (Metropolitan Statistical Area)",2014,94841,7932365824
39540,"Racine, WI (Metropolitan Statistical Area)",2015,95298,7852843008
39540,"Racine, WI (Metropolitan Statistical Area)",2016,94621,7677908992
39540,"Racine, WI (Metropolitan Statistical Area)",2017,95108,7314827776
39540,"Racine, WI (Metropolitan Statistical Area)",2018,96766,7416480768
39540,"Racine, WI (Metropolitan Statistical Area)",2019,96329,7328811008
39540,"Racine, WI (Metropolitan Statistical Area)",2020,92138,7079116800
39540,"Racine, WI (Metropolitan Statistical Area)",2021,94532,
